"title","author","subject","abstract","date"
"jaxdecompiler: redefining gradient-informed software design","pierrick pochelu","programming languages","among numerical libraries capable of computing gradient descent optimization, jax stands out by offering more features, accelerated by an intermediate representation known as jaxpr language. however, editing the jaxpr code is not directly possible. this article introduces jaxdecompiler, a tool that transforms any jax function into an editable python code, especially useful for editing the jax function generated by the gradient function. jaxdecompiler simplifies the processes of reverse engineering, understanding, customizing, and interoperability of software developed by jax. we highlight its capabilities, emphasize its practical applications especially in deep learning and more generally gradient-informed software, and demonstrate that the decompiled code speed performance is similar to the original.",2024-03-14
"an empirical study on developers shared conversations with chatgpt in github pull requests and issues","huizi hao, kazi amit hasan, hong qin, marcos macedo, yuan tian, steven h. h. ding, ahmed e. hassan","software engineering","chatgpt has significantly impacted software development practices, providing substantial assistance to developers in a variety of tasks, including coding, testing, and debugging. despite its widespread adoption, the impact of chatgpt as an assistant in collaborative coding remains largely unexplored. in this paper, we analyze a dataset of 210 and 370 developers shared conversations with chatgpt in github pull requests (prs) and issues. we manually examined the content of the conversations and characterized the dynamics of the sharing behavior, i.e., understanding the rationale behind the sharing, identifying the locations where the conversations were shared, and determining the roles of the developers who shared them. our main observations are: (1) developers seek chatgpt assistance across 16 types of software engineering inquiries. in both conversations shared in prs and issues, the most frequently encountered inquiry categories include code generation, conceptual questions, how-to guides, issue resolution, and code review. (2) developers frequently engage with chatgpt via multi-turn conversations where each prompt can fulfill various roles, such as unveiling initial or new tasks, iterative follow-up, and prompt refinement. multi-turn conversations account for 33.2% of the conversations shared in prs and 36.9% in issues. (3) in collaborative coding, developers leverage shared conversations with chatgpt to facilitate their role-specific contributions, whether as authors of prs or issues, code reviewers, or collaborators on issues. our work serves as the first step towards understanding the dynamics between developers and chatgpt in collaborative software development and opens up new directions for future research on the topic.",2024-03-15
"gamified gui testing with selenium in the intellij ide: a prototype plugin","giacomo garaccione, tommaso fulcini, paolo stefanut bodnarescul, riccardo coppola, luca ardito","software engineering","software testing is a crucial phase in software development, enabling the detection of issues and defects that may arise during the development process. addressing these issues enhances software applications' quality, reliability, user experience, and performance. graphical user interface (gui) testing, one such technique, involves mimicking a regular user's interactions with an application to identify defects. however, gui testing is often underutilized due to its perceived repetitiveness, error-proneness, and lack of immediate feedback on test quality. in recent years, gamification-incorporating game elements in non-game contexts to boost interest, motivation, and engagement-has gained traction in various fields, including software engineering and education. this paper presents gipgut: a prototype of a gamification plugin for intellij idea, an integrated development environment (ide) that supports scripted gui testing. the plugin enhances testers' engagement with typically monotonous and tedious tasks through achievements, rewards, and profile customization. a preliminary prototype evaluation was conducted with a small group of users to assess its usability and the impact of gamification on the gui testing process. the results indicate high usability and positive reception of the gamification elements. however, due to the limited sample size of participants, further research is necessary to understand the plugin's effectiveness fully.",2024-03-14
"how do machine learning projects use continuous integration practices? an empirical study on github actions","joão helis bernardo, daniel alencar da costa, sérgio queiroz de medeiros, uirá kulesza","software engineering","continuous integration (ci) is a well-established practice in traditional software development, but its nuances in the domain of machine learning (ml) projects remain relatively unexplored. given the distinctive nature of ml development, understanding how ci practices are adopted in this context is crucial for tailoring effective approaches. in this study, we conduct a comprehensive analysis of 185 open-source projects on github (93 ml and 92 non-ml projects). our investigation comprises both quantitative and qualitative dimensions, aiming to uncover differences in ci adoption between ml and non-ml projects. our findings indicate that ml projects often require longer build durations, and medium-sized ml projects exhibit lower test coverage compared to non-ml projects. moreover, small and medium-sized ml projects show a higher prevalence of increasing build duration trends compared to their non-ml counterparts. additionally, our qualitative analysis illuminates the discussions around ci in both ml and non-ml projects, encompassing themes like ci build execution and status, ci testing, and ci infrastructure. these insights shed light on the unique challenges faced by ml projects in adopting ci practices effectively.",2024-03-14
"on stpa for distributed development of safe autonomous driving: an interview study","ali nouri, christian berger, fredrik törner","software engineering","safety analysis is used to identify hazards and build knowledge during the design phase of safety-relevant functions. this is especially true for complex ai-enabled and software intensive systems such as autonomous drive (ad). system-theoretic process analysis (stpa) is a novel method applied in safety-related fields like defense and aerospace, which is also becoming popular in the automotive industry. however, stpa assumes prerequisites that are not fully valid in the automotive system engineering with distributed system development and multi-abstraction design levels. this would inhibit software developers from using stpa to analyze their software as part of a bigger system, resulting in a lack of traceability. this can be seen as a maintainability challenge in continuous development and deployment (devops). in this paper, stpa's different guidelines for the automotive industry, e.g. j31887/iso21448/stpa handbook, are firstly compared to assess their applicability to the distributed development of complex ai-enabled systems like ad. further, an approach to overcome the challenges of using stpa in a multi-level design context is proposed. by conducting an interview study with automotive industry experts for the development of ad, the challenges are validated and the effectiveness of the proposed approach is evaluated.",2024-03-14
"code revert prediction with graph neural networks: a case study at j.p. morgan chase","yulong pei, salwa alamir, rares dolga, sameena shah","software engineering","code revert prediction, a specialized form of software defect detection, aims to forecast or predict the likelihood of code changes being reverted or rolled back in software development. this task is very important in practice because by identifying code changes that are more prone to being reverted, developers and project managers can proactively take measures to prevent issues, improve code quality, and optimize development processes. however, compared to code defect detection, code revert prediction has been rarely studied in previous research. additionally, many previous methods for code defect detection relied on independent features but ignored relationships between code scripts. moreover, new challenges are introduced due to constraints in an industry setting such as company regulation, limited features and large-scale codebase. to overcome these limitations, this paper presents a systematic empirical study for code revert prediction that integrates the code import graph with code features. different strategies to address anomalies and data imbalance have been implemented including graph neural networks with imbalance classification and anomaly detection. we conduct the experiments on real-world code commit data within j.p. morgan chase which is extremely imbalanced in order to make a comprehensive comparison of these different approaches for the code revert prediction problem.",2024-03-14
"an industrial experience report about challenges from continuous monitoring, improvement, and deployment for autonomous driving features","ali nouri, christian berger, fredrik torner","software engineering","using continuous development, deployment, and monitoring (cddm) to understand and improve applications in a customer's context is widely used for non-safety applications such as smartphone apps or web applications to enable rapid and innovative feature improvements. having demonstrated its potential in such domains, it may have the potential to also improve the software development for automotive functions as some oems described on a high level in their financial company communiqus. however, the application of a cddm strategy also faces challenges from a process adherence and documentation perspective as required by safety-related products such as autonomous driving systems (ads) and guided by industry standards such as iso-26262 and iso21448. there are publications on cddm in safety-relevant contexts that focus on safety-critical functions on a rather generic level and thus, not specifically ads or automotive, or that are concentrating only on software and hence, missing out the particular context of an automotive oem: well-established legacy processes and the need of their adaptations, and aspects originating from the role of being a system integrator for software/software, hardware/hardware, and hardware/software. in this paper, particular challenges from the automotive domain to better adopt cddm are identified and discussed to shed light on research gaps to enhance cddm, especially for the software development of safe ads. the challenges are identified from today's industrial well-established ways of working by conducting interviews with domain experts and complemented by a literature study.",2024-03-14
"llm-based agents for automating the enhancement of user story quality: an early report","zheying zhang, maruf rayhan, tomas herda, manuel goisauf, pekka abrahamsson","software engineering","in agile software development, maintaining high-quality user stories is crucial, but also challenging. this study explores the use of large language models to automatically improve the user story quality in austrian post group it agile teams. we developed a reference model for an autonomous llm-based agent system and implemented it at the company. the quality of user stories in the study and the effectiveness of these agents for user story quality improvement was assessed by 11 participants across six agile teams. our findings demonstrate the potential of llms in improving user story quality, contributing to the research on ai role in agile development, and providing a practical example of the transformative impact of ai in an industry setting.",2024-03-14
"qcshqd: quantum computing as a service for hybrid classical-quantum software development: a vision","maryam tavassoli sabzevari, matteo esposito, arif ali khan, davide taibi","software engineering","quantum computing (qc) is transitioning from theoretical frameworks to an indispensable powerhouse of computational capability, resulting in extensive adoption across both industrial and academic domains. qc presents exceptional advantages, including unparalleled processing speed and the potential to solve complex problems beyond the capabilities of classical computers. nevertheless, academic researchers and industry practitioners encounter various challenges in harnessing the benefits of this technology. the limited accessibility of qc resources for classical developers, and a general lack of domain knowledge and expertise, represent insurmountable barrier, hence to address these challenges, we introduce a framework- quantum computing as a service for hybrid classical-quantum software development (qcshqd), which leverages service-oriented strategies. our framework comprises three principal components: an integrated development environment (ide) for user interaction, an abstraction layer dedicated to orchestrating quantum services, and a service provider responsible for executing services on quantum computer. this study presents a blueprint for qcshqd, designed to democratize access to qc resources for classical developers who want to seamless harness qc power. the vision of qcshqd paves the way for groundbreaking innovations by addressing key challenges of hybridization between classical and quantum computers.",2024-03-13
"devbench: a comprehensive benchmark for software development","bowen li, wenhan wu, ziwei tang, lin shi, john yang, jinyang li, shunyu yao, chen qian, binyuan hui, qicheng zhang, zhiyin yu, he du, ping yang, dahua lin, chao peng, kai chen","computation and language","recent advancements in large language models (llms) have significantly enhanced their coding capabilities. however, existing benchmarks predominantly focused on simplified or isolated aspects of programming, such as single-file code generation or repository issue debugging, falling short of measuring the full spectrum of challenges raised by real-world programming activities. to this end, we propose devbench, a comprehensive benchmark that evaluates llms across various stages of the software development lifecycle, including software design, environment setup, implementation, acceptance testing, and unit testing. devbench features a wide range of programming languages and domains, high-quality data collection, and carefully designed and verified metrics for each task. empirical studies show that current llms, including gpt-4-turbo, fail to solve the challenges presented within devbench. analyses reveal that models struggle with understanding the complex structures in the repository, managing the compilation process, and grasping advanced programming concepts. our findings offer actionable insights for the future development of llms toward real-world programming applications. our benchmark is available at this https url",2024-03-13
"software vulnerability and functionality assessment using llms","rasmus ingemann tuffveson jensen, vali tawosi, salwa alamir","software engineering","while code review is central to the software development process, it can be tedious and expensive to carry out. in this paper, we investigate whether and how large language models (llms) can aid with code reviews. our investigation focuses on two tasks that we argue are fundamental to good reviews: (i) flagging code with security vulnerabilities and (ii) performing software functionality validation, i.e., ensuring that code meets its intended functionality. to test performance on both tasks, we use zero-shot and chain-of-thought prompting to obtain final ``approve or reject'' recommendations. as data, we employ seminal code generation datasets (humaneval and mbpp) along with expert-written code snippets with security vulnerabilities from the common weakness enumeration (cwe). our experiments consider a mixture of three proprietary models from openai and smaller open-source llms. we find that the former outperforms the latter by a large margin. motivated by promising results, we finally ask our models to provide detailed descriptions of security vulnerabilities. results show that 36.7% of llm-generated descriptions can be associated with true cwe vulnerabilities.",2024-03-13
"donapi: malicious npm packages detector using behavior sequence knowledge mapping","cheng huang (1), nannan wang (1), ziyan wang (1), siqi sun (1), lingzi li (1), junren chen (1), qianchong zhao (1), jiaxuan han (1), zhen yang (1), lei shi (2) ((1) sichuan university, (2) huawei technologies)","cryptography and security","with the growing popularity of modularity in software development comes the rise of package managers and language ecosystems. among them, npm stands out as the most extensive package manager, hosting more than 2 million third-party open-source packages that greatly simplify the process of building code. however, this openness also brings security risks, as evidenced by numerous package poisoning incidents.
in this paper, we synchronize a local package cache containing more than 3.4 million packages in near real-time to give us access to more package code details. further, we perform manual inspection and api call sequence analysis on packages collected from public datasets and security reports to build a hierarchical classification framework and behavioral knowledge base covering different sensitive behaviors. in addition, we propose the donapi, an automatic malicious npm packages detector that combines static and dynamic analysis. it makes preliminary judgments on the degree of maliciousness of packages by code reconstruction techniques and static analysis, extracts dynamic api call sequences to confirm and identify obfuscated content that static analysis can not handle alone, and finally tags malicious software packages based on the constructed behavior knowledge base. to date, we have identified and manually confirmed 325 malicious samples and discovered 2 unusual api calls and 246 api call sequences that have not appeared in known samples.",2024-03-13
"autodev: automated ai-driven development","michele tufano, anisha agarwal, jinu jang, roshanak zilouchian moghaddam, neel sundaresan","software engineering","the landscape of software development has witnessed a paradigm shift with the advent of ai-powered assistants, exemplified by github copilot. however, existing solutions are not leveraging all the potential capabilities available in an ide such as building, testing, executing code, git operations, etc. therefore, they are constrained by their limited capabilities, primarily focusing on suggesting code snippets and file manipulation within a chat-based interface. to fill this gap, we present autodev, a fully automated ai-driven software development framework, designed for autonomous planning and execution of intricate software engineering tasks. autodev enables users to define complex software engineering objectives, which are assigned to autodev's autonomous ai agents to achieve. these ai agents can perform diverse operations on a codebase, including file editing, retrieval, build processes, execution, testing, and git operations. they also have access to files, compiler output, build and testing logs, static analysis tools, and more. this enables the ai agents to execute tasks in a fully automated manner with a comprehensive understanding of the contextual information required. furthermore, autodev establishes a secure development environment by confining all operations within docker containers. this framework incorporates guardrails to ensure user privacy and file security, allowing users to define specific permitted or restricted commands and operations within autodev. in our evaluation, we tested autodev on the humaneval dataset, obtaining promising results with 91.5% and 87.8% of pass@1 for code generation and test generation respectively, demonstrating its effectiveness in automating software engineering tasks while maintaining a secure and user-controlled development environment.",2024-03-13
"assessing the influence of toxic and gender discriminatory communication on perceptible diversity in oss projects","sayma sultana, gias uddin, amiangshu bosu","software engineering","the presence of toxic and gender-identity derogatory language in open-source software (oss) communities has recently become a focal point for researchers. such comments not only lead to frustration and disengagement among developers but may also influence their leave from the oss projects. despite ample evidence suggesting that diverse teams enhance productivity, the existence of toxic or gender identity discriminatory communications poses a significant threat to the participation of individuals from marginalized groups and, as such, may act as a barrier to fostering diversity and inclusion in oss projects. however, there is a notable lack of research dedicated to exploring the association between gender-based toxic and derogatory language with a perceptible diversity of open-source software teams. consequently, this study aims to investigate how such content influences the gender, ethnicity, and tenure diversity of open-source software development teams. to achieve this, we extract data from active github projects, assess various project characteristics, and identify instances of toxic and gender-discriminatory language within issue/pull request comments. using these attributes, we construct a regression model to explore how they associate with the perceptible diversity of those projects.",2024-03-12
"lessons from a pioneering software engineering environment: design principles of software through pictures","anthony i. (tony)wasserman","software engineering","this paper describes the historical background that led to the development of the innovative software through pictures multi-user development environment, and the principles for its integration with other software products to create a software engineering environment covering multiple tasks in the software development lifecycle.",2024-03-12
"satdaug -- a balanced and augmented dataset for detecting self-admitted technical debt","edi sutoyo, andrea capiluppi","software engineering","self-admitted technical debt (satd) refers to a form of technical debt in which developers explicitly acknowledge and document the existence of technical shortcuts, workarounds, or temporary solutions within the codebase. over recent years, researchers have manually labeled datasets derived from various software development artifacts: source code comments, messages from the issue tracker and pull request sections, and commit messages. these datasets are designed for training, evaluation, performance validation, and improvement of machine learning and deep learning models to accurately identify satd instances. however, class imbalance poses a serious challenge across all the existing datasets, particularly when researchers are interested in categorizing the specific types of satd. in order to address the scarcity of labeled data for satd \textit{identification} (i.e., whether an instance is satd or not) and \textit{categorization} (i.e., which type of satd is being classified) in existing datasets, we share the \textit{satdaug} dataset, an augmented version of existing satd datasets, including source code comments, issue tracker, pull requests, and commit messages. these augmented datasets have been balanced in relation to the available artifacts and provide a much richer source of labeled data for training machine learning or deep learning models.",2024-03-12
"comparison of static analysis architecture recovery tools for microservice applications","simon schneider, alexander bakhtin, xiaozhou li, jacopo soldani, antonio brogi, tomas cerny, riccardo scandariato, davide taibi","software engineering","architecture recovery tools help software engineers obtain an overview of their software systems during all phases of the software development lifecycle. this is especially important for microservice applications because their distributed nature makes it more challenging to oversee the architecture. various tools and techniques for this task are presented in academic and grey literature sources. practitioners and researchers can benefit from a comprehensive overview of these tools and their abilities. however, no such overview exists that is based on executing the identified tools and assessing their outputs regarding effectiveness. with the study described in this paper, we plan to first identify static analysis architecture recovery tools for microservice applications via a multi-vocal literature review, and then execute them on a common dataset and compare the measured effectiveness in architecture recovery. we will focus on static approaches because they are also suitable for integration into fast-paced ci/cd pipelines.",2024-03-11
"a tool for automated reasoning about traces based on configurable formal semantics","ferhat erata, arda goknil, bedir tekinerdogan, geylani kardas","software engineering","we present tarski, a tool for specifying configurable trace semantics to facilitate automated reasoning about traces. software development projects require that various types of traces be modeled between and within development artifacts. for any given artifact (e.g., requirements, architecture models and source code), tarski allows the user to specify new trace types and their configurable semantics, while, using the semantics, it automatically infers new traces based on existing traces provided by the user, and checks the consistency of traces. it has been evaluated on three industrial case studies in the automotive domain (this https url).",2024-03-09
"legion: harnessing pre-trained language models for github topic recommendations with distribution-balance loss","yen-trang dang, thanh-le cong, phuc-thanh nguyen, anh m. t. bui, phuong t. nguyen, bach le, quyet-thang huynh","software engineering","open-source development has revolutionized the software industry by promoting collaboration, transparency, and community-driven innovation. today, a vast amount of various kinds of open-source software, which form networks of repositories, is often hosted on github - a popular software development platform. to enhance the discoverability of the repository networks, i.e., groups of similar repositories, github introduced repository topics in 2017 that enable users to more easily explore relevant projects by type, technology, and more. it is thus crucial to accurately assign topics for each github repository. current methods for automatic topic recommendation rely heavily on tf-idf for encoding textual data, presenting challenges in understanding semantic nuances. this paper addresses the limitations of existing techniques by proposing legion, a novel approach that leverages pre-trained language models (ptms) for recommending topics for github repositories. the key novelty of legion is three-fold. first, legion leverages the extensive capabilities of ptms in language understanding to capture contextual information and semantic meaning in github repositories. second, legion overcomes the challenge of long-tailed distribution, which results in a bias toward popular topics in ptms, by proposing a distribution-balanced loss (db loss) to better train the ptms. third, legion employs a filter to eliminate vague recommendations, thereby improving the precision of ptms. our empirical evaluation on a benchmark dataset of real-world github repositories shows that legion can improve vanilla ptms by up to 26% on recommending githubs topics. legion also can suggest github topics more precisely and effectively than the state-of-the-art baseline with an average improvement of 20% and 5% in terms of precision and f1-score, respectively.",2024-03-09
"mining issue trackers: concepts and techniques","lloyd montgomery, clara lüders, walid maalej","software engineering","an issue tracker is a software tool used by organisations to interact with users and manage various aspects of the software development lifecycle. with the rise of agile methodologies, issue trackers have become popular in open and closed-source settings alike. internal and external stakeholders report, manage, and discuss ""issues"", which represent different information such as requirements and maintenance tasks. issue trackers can quickly become complex ecosystems, with dozens of projects, hundreds of users, thousands of issues, and often millions of issue evolutions. finding and understanding the relevant issues for the task at hand and keeping an overview becomes difficult with time. moreover, managing issue workflows for diverse projects becomes more difficult as organisations grow, and more stakeholders get involved. to help address these difficulties, software and requirements engineering research have suggested automated techniques based on mining issue tracking data. given the vast amount of textual data in issue trackers, many of these techniques leverage natural language processing. this chapter discusses four major use cases for algorithmically analysing issue data to assist stakeholders with the complexity and heterogeneity of information in issue trackers. the chapter is accompanied by a follow-along demonstration package with jupyternotebooks.",2024-03-08
"commitbench: a benchmark for commit message generation","maximilian schall, tamara czinczoll, gerard de melo","computation and language","writing commit messages is a tedious daily task for many software developers, and often remains neglected. automating this task has the potential to save time while ensuring that messages are informative. a high-quality dataset and an objective benchmark are vital preconditions for solid research and evaluation towards this goal. we show that existing datasets exhibit various problems, such as the quality of the commit selection, small sample sizes, duplicates, privacy issues, and missing licenses for redistribution. this can lead to unusable models and skewed evaluations, where inferior models achieve higher evaluation scores due to biases in the data. we compile a new large-scale dataset, commitbench, adopting best practices for dataset creation. we sample commits from diverse projects with licenses that permit redistribution and apply our filtering and dataset enhancements to improve the quality of generated commit messages. we use commitbench to compare existing models and show that other approaches are outperformed by a transformer model pretrained on source code. we hope to accelerate future research by publishing the source code( this https url ).",2024-03-08
"effective fault localization using probabilistic and grouping approach","saksham sahai srivastava, arpita dutta, rajib mall","software engineering","context: fault localization (fl) is the key activity while debugging a program. any improvement to this activity leads to significant improvement in total software development cost. there is an internal linkage between the program spectrum and test execution result. conditional probability in statistics captures the probability of occurring one event in relationship to one or more other events. objectives: the aim of this paper is to use the conception of conditional probability to design an effective fault localization technique. methods: in the paper, we present a fault localization technique that derives the association between statement coverage information and test case execution result using condition probability statistics. this association with the failed test case result shows the fault containing the probability of that specific statement. subsequently, we use a grouping method to refine the obtained statement ranking sequence for better fault localization. results: we evaluated the effectiveness of proposed method over eleven open-source data sets. our obtained results show that on average, the proposed cgfl method is 24.56% more effective than other contemporary fault localization methods such as d*, tarantula, ochiai, crosstab, bpnn, rbfnn, dnn, and cnn. conclusion: we devised an effective fault localization technique by combining the conditional probabilistic method with failed test case execution-based approach. our experimental evaluation shows our proposed method outperforms the existing fault localization techniques.",2024-03-08
"exploring llm-based agents for root cause analysis","devjeet roy, xuchao zhang, rashi bhave, chetan bansal, pedro las-casas, rodrigo fonseca, saravan rajmohan","software engineering","the growing complexity of cloud based software systems has resulted in incident management becoming an integral part of the software development lifecycle. root cause analysis (rca), a critical part of the incident management process, is a demanding task for on-call engineers, requiring deep domain knowledge and extensive experience with a team's specific services. automation of rca can result in significant savings of time, and ease the burden of incident management on on-call engineers. recently, researchers have utilized large language models (llms) to perform rca, and have demonstrated promising results. however, these approaches are not able to dynamically collect additional diagnostic information such as incident related logs, metrics or databases, severely restricting their ability to diagnose root causes. in this work, we explore the use of llm based agents for rca to address this limitation. we present a thorough empirical evaluation of a react agent equipped with retrieval tools, on an out-of-distribution dataset of production incidents collected at microsoft. results show that react performs competitively with strong retrieval and reasoning baselines, but with highly increased factual accuracy. we then extend this evaluation by incorporating discussions associated with incident reports as additional inputs for the models, which surprisingly does not yield significant performance improvements. lastly, we conduct a case study with a team at microsoft to equip the react agent with tools that give it access to external diagnostic services that are used by the team for manual rca. our results show how agents can overcome the limitations of prior work, and practical considerations for implementing such a system in practice.",2024-03-07
"learn to code sustainably: an empirical study on llm-based green code generation","tina vartziotis, ippolyti dellatolas, george dasoulas, maximilian schmidt, florian schneider, tim hoffmann, sotirios kotsopoulos, michael keckeisen","software engineering","the increasing use of information technology has led to a significant share of energy consumption and carbon emissions from data centers. these contributions are expected to rise with the growing demand for big data analytics, increasing digitization, and the development of large artificial intelligence (ai) models. the need to address the environmental impact of software development has led to increased interest in green (sustainable) coding and claims that the use of ai models can lead to energy efficiency gains. here, we provide an empirical study on green code and an overview of green coding practices, as well as metrics used to quantify the sustainability awareness of ai models. in this framework, we evaluate the sustainability of auto-generated code. the auto-generate codes considered in this study are produced by generative commercial ai language models, github copilot, openai chatgpt-3, and amazon codewhisperer. within our methodology, in order to quantify the sustainability awareness of these ai models, we propose a definition of the code's ""green capacity"", based on certain sustainability metrics. we compare the performance and green capacity of human-generated code and code generated by the three ai language models in response to easy-to-hard problem statements. our findings shed light on the current capacity of ai models to contribute to sustainable software development.",2024-03-05
"alloyinecore: embedding of first-order relational logic into meta-object facility for automated model reasoning","ferhat erata, arda goknil, ivan kurtev, bedir tekinerdogan","software engineering","we present alloyinecore, a tool for specifying metamodels with their static semantics to facilitate automated, formal reasoning on models. software development projects require that software systems be specified in various models (e.g., requirements models, architecture models, test models, and source code). it is crucial to reason about those models to ensure the correct and complete system specifications. alloyinecore allows the user to specify metamodels with their static semantics, while, using the semantics, it automatically detects inconsistent models, and completes partial models. it has been evaluated on three industrial case studies in the automotive domain (this https url).",2024-03-05
"can llms generate architectural design decisions? -an exploratory empirical study","rudra dhar, karthik vaidhyanathan, vasudeva varma","software engineering","architectural knowledge management (akm) involves the organized handling of information related to architectural decisions and design within a project or organization. an essential artifact of akm is the architecture decision records (adr), which documents key design decisions. adrs are documents that capture decision context, decision made and various aspects related to a design decision, thereby promoting transparency, collaboration, and understanding. despite their benefits, adr adoption in software development has been slow due to challenges like time constraints and inconsistent uptake. recent advancements in large language models (llms) may help bridge this adoption gap by facilitating adr generation. however, the effectiveness of llm for adr generation or understanding is something that has not been explored. to this end, in this work, we perform an exploratory study that aims to investigate the feasibility of using llm for the generation of adrs given the decision context. in our exploratory study, we utilize gpt and t5-based models with 0-shot, few-shot, and fine-tuning approaches to generate the decision of an adr given its context. our results indicate that in a 0-shot setting, state-of-the-art models such as gpt-4 generate relevant and accurate design decisions, although they fall short of human-level performance. additionally, we observe that more cost-effective models like gpt-3.5 can achieve similar outcomes in a few-shot setting, and smaller models such as flan-t5 can yield comparable results after fine-tuning. to conclude, this exploratory study suggests that llm can generate design decisions, but further research is required to attain human-level generation and establish standardized widespread adoption.",2024-03-04
"a systematic evaluation of large language models for generating programming code","wenpin hou, zhicheng ji","software engineering","we systematically evaluated the performance of seven large language models in generating programming code using various prompt strategies, programming languages, and task difficulties. gpt-4 substantially outperforms other large language models, including gemini ultra and claude 2. the coding performance of gpt-4 varies considerably with different prompt strategies. in most leetcode and geeksforgeeks coding contests evaluated in this study, gpt-4 employing the optimal prompt strategy outperforms 85 percent of human participants. additionally, gpt-4 demonstrates strong capabilities in translating code between different programming languages and in learning from past errors. the computational efficiency of the code generated by gpt-4 is comparable to that of human programmers. these results suggest that gpt-4 has the potential to serve as a reliable assistant in programming code generation and software development.",2024-03-01
"reusable mlops: reusable deployment, reusable infrastructure and hot-swappable machine learning models and services","d panchal, p verma, i baran, d musgrove, d lu","software engineering","although machine learning model building has become increasingly accessible due to a plethora of tools, libraries and algorithms being available freely, easy operationalization of these models is still a problem. it requires considerable expertise in data engineering, software development, cloud and devops. it also requires planning, agreement, and vision of how the model is going to be used by the business applications once it is in production, how it is going to be continuously trained on fresh incoming data, and how and when a newer model would replace an existing model. this leads to developers and data scientists working in silos and making suboptimal decisions. it also leads to wasted time and effort. we introduce the acumos ai platform we developed and we demonstrate some unique novel capabilities that the acumos model runner possesses, that can help solve the above problems. we introduce a new sustainable concept in the field of ai/ml operations - called reusable mlops - where we reuse the existing deployment and infrastructure to serve new models by hot-swapping them without tearing down the infrastructure or the microservice, thus achieving reusable deployment and operations for ai/ml models while still having continuously trained models in production.",2024-02-19
"are your comments outdated? towards automatically detecting code-comment consistency","yuan huang, yinan chen, xiangping chen, xiaocong zhou","software engineering","in software development and maintenance, code comments can help developers understand source code, and improve communication among developers. however, developers sometimes neglect to update the corresponding comment when changing the code, resulting in outdated comments (i.e., inconsistent codes and comments). outdated comments are dangerous and harmful and may mislead subsequent developers. more seriously, the outdated comments may lead to a fatal flaw sometime in the future. to automatically identify the outdated comments in source code, we proposed a learning-based method, called cocc, to detect the consistency between code and comment. to efficiently identify outdated comments, we extract multiple features from both codes and comments before and after they change. besides, we also consider the relation between code and comment in our model. experiment results show that cocc can effectively detect outdated comments with precision over 90%. in addition, we have identified the 15 most important factors that cause outdated comments, and verified the applicability of cocc in different programming languages. we also used cocc to find outdated comments in the latest commits of open source projects, which further proves the effectiveness of the proposed method.",2024-03-01
"a naive approach for automatic line-level code completion","shamima naznin, dr.manishankar mondal","software engineering","coding is an integral aspect of programming. a programmer can automatically complete a code fragment after writing a few tokens, and the process of automatic completion is known as code completion. several research studies on code completion have previously been conducted for method body completion and method parameter completion. however, this fundamental study explores the automatic completion of any program statement that might not even be part of a method.
the goal is to provide suggestions to the programmer for completing code throughout the codebase by identifying and analyzing code similarities. the proposed methodology can be regarded as a fundamental framework for automated code completion. from the investigation of hundreds of revisions of four subject systems written in c and java, it is observed that the proposed method can automatically complete around 22% of code statements with an average accuracy of 87% that a programmer writes during development, accelerating software development time. the empirical analysis further demonstrates that the approach can be used with programming language neutrality.
the study concludes by illustrating that taking 10 characters as prefixes before invoking completion provides maximum precision.",2024-02-29
"devphish: exploring social engineering in software supply chain attacks on developers","hossein siadati, sima jafarikhah, elif sahin, terrence brent hernandez, elijah lorenzo tripp, denis khryashchev","software engineering","the software supply chain (ssc) has captured considerable attention from attackers seeking to infiltrate systems and undermine organizations. there is evidence indicating that adversaries utilize social engineering (soce) techniques specifically aimed at software developers. that is, they interact with developers at critical steps in the software development life cycle (sdlc), such as accessing github repositories, incorporating code dependencies, and obtaining approval for pull requests (pr) to introduce malicious code. this paper aims to comprehensively explore the existing and emerging soce tactics employed by adversaries to trick software engineers (swes) into delivering malicious software. by analyzing a diverse range of resources, which encompass established academic literature and real-world incidents, the paper systematically presents an overview of these manipulative strategies within the realm of the ssc. such insights prove highly beneficial for threat modeling and security gap analysis.",2024-02-28
